module,value,count
Mathlib.Algebra.Category.ModuleCat.Basic,1022,1
Mathlib.Algebra.Category.ModuleCat.Basic,1024,1
Mathlib.Algebra.Category.AlgCat.Basic,0,2
Mathlib.Order.Fin.Tuple,0,105
Mathlib.Order.Fin.Tuple,1,453
Mathlib.Order.Fin.Tuple,2,32
Mathlib.Data.Fin.Tuple.NatAntidiagonal,0,68
Mathlib.Data.Fin.Tuple.NatAntidiagonal,1,20
Mathlib.Data.Fin.Tuple.NatAntidiagonal,2,10
Mathlib.Algebra.Order.Antidiag.Pi,0,61
Mathlib.Algebra.Order.Antidiag.Pi,1,14
Mathlib.Algebra.Order.Antidiag.Finsupp,0,14
Mathlib.Combinatorics.Enumerative.Composition,0,159
Mathlib.Combinatorics.Enumerative.Composition,1,344
Mathlib.Combinatorics.Enumerative.Composition,2,2
Mathlib.Combinatorics.Enumerative.Partition.Basic,0,55
Mathlib.Combinatorics.Enumerative.Partition.Basic,1,12
Mathlib.Combinatorics.Enumerative.Partition.Basic,2,1
Mathlib.GroupTheory.Perm.Support,0,1
Mathlib.GroupTheory.Perm.Support,1,18
Mathlib.GroupTheory.Perm.Support,2,3
Mathlib.GroupTheory.Perm.Finite,1,3
Mathlib.GroupTheory.Perm.List,0,3
Mathlib.GroupTheory.Perm.List,1,15
Mathlib.GroupTheory.Perm.List,2,1
Mathlib.Data.Fintype.Perm,1,3
Mathlib.Data.Int.Order.Units,0,3
Mathlib.Data.Int.Order.Units,1,9
Mathlib.Data.Int.Order.Units,2,8
Mathlib.Data.Int.Order.Units,3,1
Mathlib.Data.Int.Order.Units,4,1
Mathlib.GroupTheory.Perm.Sign,1,47
Mathlib.GroupTheory.Perm.Cycle.Basic,0,4
Mathlib.GroupTheory.Perm.Cycle.Basic,1,14
Mathlib.GroupTheory.Perm.Cycle.Basic,2,1
Mathlib.Data.List.Iterate,0,2
Mathlib.GroupTheory.NoncommPiCoprod,0,2
Mathlib.GroupTheory.NoncommPiCoprod,1,2
Mathlib.Tactic.Group,1,4
Mathlib.Tactic.Group,1022,3
Mathlib.GroupTheory.Perm.Cycle.Factors,0,1
Mathlib.GroupTheory.Perm.Cycle.Factors,1,12
Mathlib.GroupTheory.Perm.Cycle.Factors,2,1
Mathlib.Tactic.NormNum.GCD,0,53
Mathlib.Tactic.NormNum.GCD,1,38
Mathlib.GroupTheory.Perm.Cycle.Type,0,37
Mathlib.GroupTheory.Perm.Cycle.Type,1,115
Mathlib.GroupTheory.Perm.Cycle.Type,2,14
Mathlib.GroupTheory.Perm.Cycle.Type,3,6
Mathlib.GroupTheory.Perm.Option,1,2
Mathlib.GroupTheory.Perm.Fin,0,21
Mathlib.GroupTheory.Perm.Fin,1,272
Mathlib.GroupTheory.Perm.Fin,2,30
Mathlib.GroupTheory.Perm.Fin,3,4
Mathlib.LinearAlgebra.Multilinear.Basic,0,55
Mathlib.LinearAlgebra.Multilinear.Basic,1,10
Mathlib.LinearAlgebra.Multilinear.Basic,2,4
Mathlib.LinearAlgebra.Multilinear.DFinsupp,0,20
Mathlib.LinearAlgebra.Multilinear.DFinsupp,1,1
Mathlib.LinearAlgebra.Multilinear.Finsupp,0,12
Mathlib.LinearAlgebra.Multilinear.Basis,1,1
Mathlib.LinearAlgebra.Alternating.Basic,0,66
Mathlib.LinearAlgebra.Alternating.Basic,1,5
Mathlib.LinearAlgebra.Alternating.Basic,100,1
Mathlib.LinearAlgebra.Alternating.Basic,1022,1
Mathlib.LinearAlgebra.Matrix.SemiringInverse,0,1
Mathlib.LinearAlgebra.Matrix.SemiringInverse,1,58
Mathlib.LinearAlgebra.Matrix.Determinant.Basic,0,58
Mathlib.LinearAlgebra.Matrix.Determinant.Basic,1,99
Mathlib.LinearAlgebra.Matrix.Determinant.Basic,2,47
Mathlib.LinearAlgebra.Matrix.Determinant.Basic,3,5
Mathlib.LinearAlgebra.Matrix.Reindex,1,3
Mathlib.Algebra.BrauerGroup.Defs,0,3
Mathlib.Algebra.BrauerGroup.Defs,1,1
Mathlib.Algebra.Category.Grp.ForgetCorepresentable,1,2
Mathlib.Algebra.Category.MonCat.ForgetCorepresentable,1,2
Mathlib.CategoryTheory.Limits.Creates,0,10
Mathlib.CategoryTheory.Limits.Creates,1,4
Mathlib.CategoryTheory.Limits.Types.ColimitType,0,2
Mathlib.CategoryTheory.Limits.Types.ColimitType,1,2
Mathlib.CategoryTheory.Limits.Types.Images,0,6
Mathlib.CategoryTheory.Limits.ConcreteCategory.Basic,0,12
Mathlib.Algebra.Category.Grp.Limits,0,128
Mathlib.CategoryTheory.Monoidal.Category,0,2
Mathlib.CategoryTheory.Monoidal.Category,70,6
Mathlib.CategoryTheory.Monoidal.Category,71,3
Mathlib.CategoryTheory.Monoidal.Category,81,4
Mathlib.CategoryTheory.Monoidal.Category,82,2
Mathlib.CategoryTheory.Monoidal.Category,1022,1
Mathlib.CategoryTheory.Monoidal.Category,1023,1
Mathlib.CategoryTheory.Monoidal.Category,1024,3
Mathlib.CategoryTheory.Monoidal.Functor,0,5
Mathlib.CategoryTheory.Monoidal.Functor,1,2
Mathlib.CategoryTheory.Monoidal.NaturalTransformation,0,1
Mathlib.CategoryTheory.Monoidal.NaturalTransformation,1,1
Mathlib.CategoryTheory.Monoidal.Transport,0,1
Mathlib.CategoryTheory.Monoidal.Transport,1,1
Mathlib.CategoryTheory.Monoidal.Preadditive,0,36
Mathlib.Algebra.Category.ModuleCat.Monoidal.Basic,1,4
Mathlib.CategoryTheory.Monoidal.Discrete,0,17
Mathlib.CategoryTheory.Monoidal.Discrete,1,17
Mathlib.Tactic.CategoryTheory.Coherence.Datatypes,0,71
Mathlib.Tactic.CategoryTheory.Coherence.Datatypes,1,89
Mathlib.Tactic.CategoryTheory.Coherence.Datatypes,2,47
Mathlib.Tactic.CategoryTheory.Coherence.Datatypes,3,36
Mathlib.Tactic.CategoryTheory.Coherence.Datatypes,4,35
Mathlib.Tactic.CategoryTheory.Coherence.Datatypes,5,24
Mathlib.Tactic.CategoryTheory.Coherence.Datatypes,6,24
Mathlib.Tactic.CategoryTheory.Coherence.Datatypes,7,23
Mathlib.Tactic.CategoryTheory.Coherence.Datatypes,8,11
Mathlib.Tactic.CategoryTheory.MonoidalComp,0,1
Mathlib.Tactic.CategoryTheory.MonoidalComp,80,4
Mathlib.Tactic.CategoryTheory.MonoidalComp,81,2
Mathlib.Tactic.CategoryTheory.MonoidalComp,1024,1
Mathlib.Tactic.CategoryTheory.Monoidal.Datatypes,0,16
Mathlib.Tactic.CategoryTheory.Monoidal.Datatypes,1,17
Mathlib.Tactic.CategoryTheory.Monoidal.Datatypes,2,22
Mathlib.Tactic.CategoryTheory.Monoidal.Datatypes,3,15
Mathlib.Tactic.CategoryTheory.Monoidal.Datatypes,4,15
Mathlib.Tactic.CategoryTheory.Monoidal.Datatypes,5,101
Mathlib.Tactic.CategoryTheory.Coherence.PureCoherence,0,3
Mathlib.Tactic.CategoryTheory.Coherence.PureCoherence,1,1
Mathlib.Tactic.CategoryTheory.Monoidal.PureCoherence,2,1
Mathlib.Tactic.CategoryTheory.Monoidal.PureCoherence,1024,1
Mathlib.CategoryTheory.Monoidal.Opposite,0,2
Mathlib.CategoryTheory.Monoidal.Opposite,1,1
Mathlib.CategoryTheory.Monoidal.Opposite,1024,1
Mathlib.Tactic.CategoryTheory.Coherence.Normalize,0,42
Mathlib.Tactic.CategoryTheory.Coherence.Normalize,1,37
Mathlib.Tactic.CategoryTheory.Coherence.Basic,100000,1
Mathlib.Tactic.CategoryTheory.Monoidal.Normalize,2,1
Mathlib.Tactic.CategoryTheory.Monoidal.Basic,1024,2
Mathlib.CategoryTheory.Monoidal.Braided.Basic,0,5
Mathlib.CategoryTheory.Monoidal.Braided.Basic,1,1
Mathlib.CategoryTheory.Monoidal.Braided.Basic,1024,1
Mathlib.RingTheory.Coalgebra.Basic,0,4
Mathlib.RingTheory.Coalgebra.Basic,1,39
Mathlib.RingTheory.Coalgebra.Basic,1024,3
Mathlib.RingTheory.Coalgebra.Hom,0,4
Mathlib.RingTheory.Coalgebra.Hom,1,7
Mathlib.RingTheory.Coalgebra.Hom,25,3
Mathlib.RingTheory.Coalgebra.Hom,26,1
Mathlib.RingTheory.Coalgebra.Equiv,0,4
Mathlib.RingTheory.Coalgebra.Equiv,1,1
Mathlib.RingTheory.Coalgebra.Equiv,50,1
Mathlib.Algebra.Category.CoalgCat.Basic,0,2
Mathlib.Algebra.Category.CoalgCat.Basic,1,2
Mathlib.RingTheory.Bialgebra.Basic,0,1
Mathlib.RingTheory.Bialgebra.Basic,1,68
Mathlib.RingTheory.Bialgebra.Hom,0,4
Mathlib.RingTheory.Bialgebra.Hom,1,63
Mathlib.RingTheory.Bialgebra.Hom,25,3
Mathlib.RingTheory.Bialgebra.Hom,26,1
Mathlib.RingTheory.Bialgebra.Equiv,0,4
Mathlib.RingTheory.Bialgebra.Equiv,1,1
Mathlib.RingTheory.Bialgebra.Equiv,50,1
Mathlib.Algebra.Category.BialgCat.Basic,0,2
Mathlib.Algebra.Category.BialgCat.Basic,1,2
Mathlib.RingTheory.Coalgebra.TensorProduct,1,2
Mathlib.RingTheory.Coalgebra.TensorProduct,1022,1
Mathlib.RingTheory.Bialgebra.TensorProduct,1,2
Mathlib.Algebra.Ring.BooleanRing,0,10
Mathlib.Algebra.Ring.BooleanRing,1,11
Mathlib.CategoryTheory.Functor.TwoSquare,80,4
Mathlib.CategoryTheory.Functor.TwoSquare,81,2
Mathlib.CategoryTheory.Functor.TwoSquare,1024,2
Mathlib.CategoryTheory.Category.Pointed,0,2
Mathlib.CategoryTheory.Category.Pointed,1,2
Mathlib.CategoryTheory.Category.Bipointed,0,2
Mathlib.CategoryTheory.Category.Bipointed,1,2
Mathlib.Order.Category.Preord,0,2
Mathlib.Order.Category.Preord,1,1
Mathlib.Order.Category.PartOrd,0,2
Mathlib.Order.Category.PartOrd,1,1
Mathlib.Order.Category.BddOrd,0,2
Mathlib.Order.Category.BddOrd,1,1
Mathlib.Order.Category.Lat,0,2
Mathlib.Order.Category.Lat,1,1
Mathlib.Order.Category.Semilat,0,2
Mathlib.Order.Category.Semilat,1,2
Mathlib.Order.Category.BddLat,0,2
Mathlib.Order.Category.BddLat,1,1
Mathlib.Order.Category.DistLat,0,2
Mathlib.Order.Category.DistLat,1,1
Mathlib.Order.Category.BddDistLat,0,2
Mathlib.Order.Category.BddDistLat,1,1
Mathlib.Order.Heyting.Hom,0,3
Mathlib.Order.Heyting.Hom,1,3
Mathlib.Order.Category.HeytAlg,0,2
Mathlib.Order.Category.HeytAlg,1,1
Mathlib.Order.Category.BoolAlg,0,2
Mathlib.Order.Category.BoolAlg,1,1
Mathlib.Algebra.Category.BoolRing,0,2
Mathlib.Algebra.Category.BoolRing,1,1
Mathlib.CategoryTheory.Monoidal.Mon_,0,5
Mathlib.CategoryTheory.Monoidal.Mon_,1,2
Mathlib.CategoryTheory.Monoidal.Mon_,1024,4
Mathlib.CategoryTheory.Monoidal.Comon_,0,5
Mathlib.CategoryTheory.Monoidal.Comon_,1,2
Mathlib.CategoryTheory.Monoidal.Comon_,1024,4
Mathlib.Algebra.Category.Ring.Colimits,0,54
Mathlib.Algebra.Category.Ring.Colimits,1,64
Mathlib.Algebra.Category.Ring.Colimits,2,24
Mathlib.Algebra.Category.Ring.Colimits,3,24
Mathlib.Algebra.Category.Ring.Colimits,4,24
Mathlib.Algebra.Category.Ring.Colimits,5,22
Mathlib.GroupTheory.MonoidLocalization.Away,0,3
Mathlib.GroupTheory.MonoidLocalization.Away,1,3
Mathlib.RingTheory.UniqueFactorizationDomain.Basic,0,22
Mathlib.RingTheory.UniqueFactorizationDomain.Basic,1,1
Mathlib.RingTheory.UniqueFactorizationDomain.NormalizedFactors,0,29
Mathlib.RingTheory.UniqueFactorizationDomain.NormalizedFactors,1,1
Mathlib.RingTheory.UniqueFactorizationDomain.Multiplicity,0,7
Mathlib.RingTheory.UniqueFactorizationDomain.Multiplicity,1,2
Mathlib.RingTheory.Localization.Away.Basic,0,15
Mathlib.RingTheory.Localization.Away.Basic,1,20
Mathlib.RingTheory.TwoSidedIdeal.Operations,0,3
Mathlib.RingTheory.Jacobson.Ideal,1,9
Mathlib.RingTheory.LocalRing.Defs,1,8
Mathlib.RingTheory.LocalRing.Basic,1,4
Mathlib.RingTheory.Spectrum.Maximal.Defs,0,1
Mathlib.RingTheory.Spectrum.Maximal.Defs,1,1
Mathlib.Algebra.Category.Ring.Instances,1,22
Mathlib.Algebra.Module.LocalizedModule.Basic,0,22
Mathlib.Algebra.Module.LocalizedModule.Basic,1,9
Mathlib.RingTheory.Localization.Integer,0,1
Mathlib.RingTheory.Localization.Integer,1,1
Mathlib.RingTheory.Localization.BaseChange,1,4
Mathlib.Algebra.Category.Ring.Constructions,1,1
Mathlib.CategoryTheory.Monad.Basic,0,4
Mathlib.CategoryTheory.Monad.Basic,1,4
Mathlib.CategoryTheory.Monad.Algebra,0,4
Mathlib.CategoryTheory.Monad.Algebra,1,4
Mathlib.CategoryTheory.Bicategory.Functor.Prelax,0,2
Mathlib.CategoryTheory.Bicategory.Functor.Prelax,1,2
Mathlib.Tactic.CategoryTheory.ToApp,0,2
Mathlib.Tactic.CategoryTheory.ToApp,2,1
Mathlib.Tactic.CategoryTheory.ToApp,1022,2
Mathlib.CategoryTheory.Bicategory.Functor.Oplax,0,2
Mathlib.CategoryTheory.Bicategory.Functor.Oplax,1,2
Mathlib.CategoryTheory.Bicategory.Functor.Oplax,26,2
Mathlib.CategoryTheory.Bicategory.Functor.Oplax,27,1
Mathlib.CategoryTheory.Bicategory.Functor.Lax,0,2
Mathlib.CategoryTheory.Bicategory.Functor.Lax,1,2
Mathlib.CategoryTheory.Bicategory.Functor.Lax,26,2
Mathlib.CategoryTheory.Bicategory.Functor.Lax,27,1
Mathlib.CategoryTheory.Bicategory.Functor.Pseudofunctor,0,1
Mathlib.CategoryTheory.Bicategory.Functor.Pseudofunctor,1,1
Mathlib.CategoryTheory.Bicategory.Functor.Pseudofunctor,26,2
Mathlib.CategoryTheory.Bicategory.Functor.Pseudofunctor,27,1
Mathlib.CategoryTheory.WithTerminal.Basic,0,18
Mathlib.CategoryTheory.WithTerminal.Basic,1,31
Mathlib.CategoryTheory.WithTerminal.Basic,2,2
Mathlib.Algebra.Category.CommAlgCat.Basic,0,2
Mathlib.CategoryTheory.MorphismProperty.Comma,0,2
Mathlib.CategoryTheory.MorphismProperty.Comma,1,2
Mathlib.RingTheory.MvPolynomial.Tower,0,4
Mathlib.CategoryTheory.Limits.Types.Products,0,1
Mathlib.CategoryTheory.Limits.Types.Products,1,2
Mathlib.CategoryTheory.Grothendieck,0,2
Mathlib.CategoryTheory.Grothendieck,1,2
Mathlib.CategoryTheory.EffectiveEpi.Basic,0,2
Mathlib.CategoryTheory.EffectiveEpi.Basic,1,2
Mathlib.CategoryTheory.Limits.Shapes.RegularMono,0,2
Mathlib.CategoryTheory.Limits.Shapes.RegularMono,1,2
Mathlib.Algebra.Category.CommAlgCat.FiniteType,0,1
Mathlib.Algebra.Category.CommAlgCat.FiniteType,1,1
Mathlib.CategoryTheory.Limits.Constructions.FiniteProductsOfBinaryProducts,0,81
Mathlib.CategoryTheory.Limits.Constructions.FiniteProductsOfBinaryProducts,1,534
Mathlib.CategoryTheory.Limits.Presentation,0,2
Mathlib.CategoryTheory.Limits.Presentation,1,2
Mathlib.CategoryTheory.ObjectProperty.LimitsOfShape,0,1
Mathlib.CategoryTheory.ObjectProperty.LimitsOfShape,1,1
Mathlib.CategoryTheory.ObjectProperty.ColimitsOfShape,0,1
Mathlib.CategoryTheory.ObjectProperty.ColimitsOfShape,1,1
Mathlib.CategoryTheory.Monoidal.Cartesian.Basic,0,2
Mathlib.Algebra.Category.CommBialgCat,0,2
Mathlib.Algebra.Category.ModuleCat.EpiMono,0,2
Mathlib.CategoryTheory.ConcreteCategory.Elementwise,0,4
Mathlib.Algebra.Category.ModuleCat.Kernels,0,34
Mathlib.CategoryTheory.Limits.Preserves.Shapes.Kernels,0,389
Mathlib.CategoryTheory.Limits.Preserves.Creates.Finite,0,4
Mathlib.CategoryTheory.Limits.Shapes.SplitCoequalizer,0,1
Mathlib.CategoryTheory.Limits.Shapes.SplitCoequalizer,1,1
Mathlib.CategoryTheory.Limits.Shapes.SplitEqualizer,0,1
Mathlib.CategoryTheory.Limits.Shapes.SplitEqualizer,1,1
Mathlib.CategoryTheory.Limits.Shapes.NormalMono.Basic,0,421
Mathlib.CategoryTheory.Limits.Shapes.NormalMono.Equalizers,0,12
Mathlib.CategoryTheory.Abelian.NonPreadditive,0,172
Mathlib.CategoryTheory.Abelian.Basic,0,383
Mathlib.Algebra.Category.Grp.Colimits,0,8
Mathlib.Algebra.Module.LinearMap.DivisionRing,0,3
Mathlib.Topology.Algebra.ContinuousMonoidHom,0,18
Mathlib.Topology.Algebra.ContinuousMonoidHom,1,18
Mathlib.Topology.Algebra.ContinuousMonoidHom,25,8
Mathlib.Topology.Algebra.ContinuousMonoidHom,26,4
Mathlib.Topology.Algebra.Module.Basic,0,10
Mathlib.Topology.Algebra.Module.LinearMap,0,34
Mathlib.Topology.Algebra.Module.LinearMap,1,17
Mathlib.Topology.Algebra.Module.LinearMap,25,2
Mathlib.Topology.Algebra.Module.LinearMap,80,2
Mathlib.Topology.Algebra.Module.LinearMap,81,1
Mathlib.Topology.Algebra.Module.LinearMapPiProd,0,10
Mathlib.Topology.Algebra.Module.Equiv,0,234
Mathlib.Topology.Algebra.Module.Equiv,1,109
Mathlib.Topology.Algebra.Module.Equiv,2,165
Mathlib.Topology.Algebra.Module.Equiv,50,2
Mathlib.Topology.Category.TopCat.Basic,0,2
Mathlib.Topology.Category.TopCat.Basic,1,2
Mathlib.Algebra.Category.ModuleCat.Topology.Basic,0,7
Mathlib.Algebra.Category.ModuleCat.Topology.Basic,1,4
Mathlib.Algebra.Homology.ShortComplex.Basic,0,36
Mathlib.Algebra.Homology.ShortComplex.Basic,1,2
Mathlib.Algebra.Homology.ShortComplex.LeftHomology,0,926
Mathlib.Algebra.Homology.ShortComplex.LeftHomology,1,2
Mathlib.CategoryTheory.Limits.Shapes.Opposites.Kernels,0,40
Mathlib.Algebra.Homology.ShortComplex.RightHomology,0,854
Mathlib.Algebra.Homology.ShortComplex.RightHomology,1,2
Mathlib.Algebra.Homology.ShortComplex.Homology,0,244
Mathlib.Algebra.Homology.ShortComplex.Homology,1,2
Mathlib.Algebra.Homology.ShortComplex.Preadditive,0,149
Mathlib.Algebra.Homology.ShortComplex.Preadditive,1,2
Mathlib.Algebra.Homology.ShortComplex.Abelian,0,1211
Mathlib.Algebra.Homology.ShortComplex.QuasiIso,0,6
Mathlib.Algebra.Homology.ShortComplex.PreservesHomology,0,248
Mathlib.Algebra.Category.ModuleCat.Topology.Homology,0,49
Mathlib.Algebra.Homology.ComplexShape,0,1
Mathlib.Algebra.Homology.ComplexShape,1,10
Mathlib.Algebra.Homology.Embedding.Basic,0,1
Mathlib.Algebra.Homology.Embedding.Basic,1,1
Mathlib.CategoryTheory.Adjunction.Reflective,0,2
Mathlib.CategoryTheory.Subobject.FactorThru,0,6
Mathlib.CategoryTheory.Subobject.Lattice,0,16
Mathlib.CategoryTheory.Subobject.Limits,0,30
Mathlib.CategoryTheory.Shift.Basic,0,815
Mathlib.CategoryTheory.Shift.Basic,1,1
Mathlib.CategoryTheory.Shift.Basic,1022,2
Mathlib.CategoryTheory.GradedObject,0,7
Mathlib.Algebra.Homology.HomologicalComplex,0,464
Mathlib.Algebra.Homology.HomologicalComplex,1,2040
Mathlib.Algebra.Homology.HomologicalComplex,2,407
Mathlib.Algebra.Homology.HomologicalComplex,3,6
Mathlib.Algebra.Homology.Single,0,437
Mathlib.Algebra.Homology.Single,1,162
Mathlib.Algebra.Homology.Additive,0,10
Mathlib.Algebra.Homology.Additive,1,8
Mathlib.CategoryTheory.Preadditive.Projective.Basic,0,2
Mathlib.CategoryTheory.Preadditive.Projective.Basic,1,1
Mathlib.CategoryTheory.Preadditive.Injective.Basic,0,2
Mathlib.CategoryTheory.Preadditive.Injective.Basic,1,1
Mathlib.Algebra.Homology.ShortComplex.Exact,0,249
Mathlib.Algebra.Homology.ShortComplex.Exact,1,1
Mathlib.Algebra.Homology.ShortComplex.HomologicalComplex,0,206
Mathlib.Algebra.Homology.ShortComplex.HomologicalComplex,1,12
Mathlib.Algebra.Homology.Homotopy,0,3773
Mathlib.Algebra.Homology.Homotopy,1,16236
Mathlib.Algebra.Homology.Homotopy,2,3635
Mathlib.Algebra.Homology.Homotopy,3,216
Mathlib.Algebra.Homology.QuasiIso,0,26
Mathlib.Algebra.Homology.QuasiIso,1,10
Mathlib.CategoryTheory.Abelian.FunctorCategory,0,360
Mathlib.CategoryTheory.Limits.Preserves.Shapes.AbelianImages,0,76
Mathlib.Combinatorics.Quiver.Cast,0,1
Mathlib.CategoryTheory.SingleObj,1,2
Mathlib.CategoryTheory.Action.Basic,0,2
Mathlib.CategoryTheory.Action.Basic,1,21
Mathlib.CategoryTheory.Action.Limits,0,3
Mathlib.Topology.UniformSpace.Equiv,0,46
Mathlib.Topology.UniformSpace.Equiv,1,50
Mathlib.Topology.UniformSpace.Equiv,2,84
Mathlib.Topology.UniformSpace.Equiv,25,2
Mathlib.Topology.UniformSpace.Equiv,26,1
Mathlib.Topology.UniformSpace.UniformConvergenceTopology,0,5
Mathlib.Topology.UniformSpace.UniformConvergenceTopology,25,2
Mathlib.Topology.ContinuousMap.Algebra,0,12
Mathlib.Topology.ContinuousMap.Algebra,1,13
Mathlib.Algebra.Category.ContinuousCohomology.Basic,0,763
Mathlib.Algebra.Category.ContinuousCohomology.Basic,1,632
Mathlib.CategoryTheory.Adjunction.Parametrized,0,1
Mathlib.CategoryTheory.Adjunction.Parametrized,1,1
Mathlib.CategoryTheory.Adjunction.Parametrized,15,2
Mathlib.CategoryTheory.Adjunction.Parametrized,16,1
Mathlib.CategoryTheory.Monoidal.Closed.Basic,0,4
Mathlib.CategoryTheory.Monoidal.Closed.Basic,10,1
Mathlib.CategoryTheory.Monoidal.Closed.Basic,1022,1
Mathlib.CategoryTheory.Monoidal.Rigid.Basic,0,8
Mathlib.CategoryTheory.Monoidal.Rigid.Basic,1022,2
Mathlib.CategoryTheory.Monoidal.Rigid.Basic,1024,6
Mathlib.Logic.Equiv.Multiset,0,2
Mathlib.Logic.Equiv.Finset,0,2
Mathlib.Logic.Equiv.Finset,1,7
Mathlib.Data.W.Basic,0,2
Mathlib.Data.W.Basic,1,2
Mathlib.LinearAlgebra.Dual.Basis,0,24
Mathlib.LinearAlgebra.Dual.Basis,1,12
Mathlib.LinearAlgebra.Dual.Basis,1024,1
Mathlib.LinearAlgebra.Dimension.RankNullity,0,10
Mathlib.LinearAlgebra.Dimension.RankNullity,1,10
Mathlib.LinearAlgebra.FiniteDimensional.Lemmas,1,1
Mathlib.LinearAlgebra.FiniteDimensional.Lemmas,2,1
Mathlib.LinearAlgebra.Matrix.InvariantBasisNumber,1,6
Mathlib.LinearAlgebra.SesquilinearForm.Basic,0,68
Mathlib.LinearAlgebra.SesquilinearForm.Basic,1,2
Mathlib.LinearAlgebra.SesquilinearForm.Basic,2,3
Mathlib.LinearAlgebra.Dual.Lemmas,0,16
Mathlib.LinearAlgebra.Dual.Lemmas,1,4
Mathlib.LinearAlgebra.Contraction,0,2
Mathlib.LinearAlgebra.Contraction,1,1
Mathlib.LinearAlgebra.Coevaluation,1,1
Mathlib.Algebra.Category.FGModuleCat.Basic,1,1
Mathlib.Algebra.Category.FGModuleCat.EssentiallySmall,0,1
Mathlib.Algebra.Category.FGModuleCat.EssentiallySmall,1,1
Mathlib.Algebra.Category.MonCat.FilteredColimits,0,4
Mathlib.Algebra.Category.MonCat.FilteredColimits,1,4
Mathlib.Algebra.Category.Grp.FilteredColimits,0,2
Mathlib.Algebra.Category.Grp.FilteredColimits,1,2
Mathlib.Algebra.Category.Grp.EpiMono,0,8
Mathlib.Algebra.Category.Grp.EpiMono,1,18
Mathlib.Algebra.Category.Grp.Kernels,0,24
Mathlib.Algebra.Homology.ShortComplex.ShortExact,0,3
Mathlib.Algebra.Homology.ShortComplex.Ab,0,2
Mathlib.CategoryTheory.Preadditive.LeftExact,0,54
Mathlib.Algebra.Homology.ImageToKernel,0,50
Mathlib.CategoryTheory.Abelian.Exact,0,24
Mathlib.Algebra.Homology.ShortComplex.ExactFunctor,0,2
Mathlib.CategoryTheory.Limits.Shapes.Countable,0,2
Mathlib.CategoryTheory.Monoidal.Types.Basic,1,6
Mathlib.Algebra.Module.Injective,0,3
Mathlib.Algebra.Module.Injective,1,1
Mathlib.GroupTheory.Divisible,0,127
Mathlib.GroupTheory.Divisible,1,21
Mathlib.Data.ZMod.IntUnitsPower,0,1
Mathlib.Data.ZMod.IntUnitsPower,1,4
Mathlib.Data.ZMod.IntUnitsPower,2,46
Mathlib.Algebra.Ring.NegOnePow,0,1
Mathlib.Algebra.Ring.NegOnePow,1,16
Mathlib.Algebra.Ring.NegOnePow,2,2
Mathlib.Algebra.Ring.Periodic,0,18
Mathlib.Algebra.Ring.Periodic,1,5
Mathlib.Algebra.Ring.Periodic,2,10
Mathlib.Order.Circular,0,5
Mathlib.Algebra.Order.Interval.Set.Group,0,9
Mathlib.Algebra.Order.Interval.Set.Group,1,18
Mathlib.Algebra.Order.ToIntervalMod,0,340
Mathlib.Algebra.Order.ToIntervalMod,1,33
Mathlib.Data.Nat.Cast.Field,0,1
Mathlib.Data.Nat.Factorization.Induction,0,22
Mathlib.Data.Nat.Factorization.Induction,1,32
Mathlib.Data.Nat.Factorization.Induction,2,23
Mathlib.Data.Nat.Count,0,13
Mathlib.Data.Nat.Count,1,15
Mathlib.Data.Nat.Totient,0,48
Mathlib.Data.Nat.Totient,1,32
Mathlib.Data.Nat.Totient,2,11
Mathlib.Data.Nat.Totient,1024,1
Mathlib.Topology.Algebra.IsUniformGroup.Basic,0,10
Mathlib.Topology.Algebra.IsUniformGroup.Basic,1,10
Mathlib.Logic.Equiv.PartialEquiv,0,1
Mathlib.Logic.Equiv.PartialEquiv,1,1
Mathlib.Logic.Equiv.PartialEquiv,1024,1
Mathlib.Topology.OpenPartialHomeomorph.Defs,0,1
Mathlib.Topology.OpenPartialHomeomorph.Defs,1,1
Mathlib.Topology.Instances.AddCircle.Defs,0,209
Mathlib.Topology.Instances.AddCircle.Defs,1,12
Mathlib.Algebra.Module.CharacterModule,0,13
Mathlib.Algebra.Module.CharacterModule,1,366
Mathlib.Algebra.Module.CharacterModule,2,2
Mathlib.Algebra.Category.Grp.FiniteGrp,0,2
Mathlib.Algebra.Category.Grp.FiniteGrp,1,2
Mathlib.CategoryTheory.ObjectProperty.ContainsZero,0,1
Mathlib.CategoryTheory.Monoidal.CommMon_,0,1
Mathlib.CategoryTheory.Monoidal.CommMon_,1,1
Mathlib.CategoryTheory.Monoidal.Internal.Types.Basic,1,3
Mathlib.CategoryTheory.Monoidal.Cartesian.Mon_,1,21
Mathlib.CategoryTheory.Monoidal.Grp_,0,3
Mathlib.CategoryTheory.Monoidal.Grp_,1,1
Mathlib.CategoryTheory.Monoidal.Grp_,1024,2
Mathlib.CategoryTheory.Monoidal.CommGrp_,0,1
Mathlib.CategoryTheory.Monoidal.CommGrp_,1,1
Mathlib.CategoryTheory.Monoidal.Internal.Types.CommGrp_,1,1
Mathlib.CategoryTheory.Preadditive.CommGrp_,0,3
Mathlib.Algebra.Category.GrpWithZero,0,4
Mathlib.Algebra.Category.GrpWithZero,1,4
Mathlib.RingTheory.HopfAlgebra.Basic,0,2
Mathlib.RingTheory.HopfAlgebra.Basic,1,4
