module,value,count
Lean.Compiler.LCNF.ToMono,11,2
Lean.Compiler.LCNF.ToMono,179,1
Lean.Compiler.LCNF.ToMono,187,1
Lean.Compiler.LCNF.DeclHash,0,2
Lean.Compiler.LCNF.DeclHash,1,1
Lean.Compiler.LCNF.AuxDeclCache,0,8
Lean.Compiler.LCNF.AuxDeclCache,1,9
Lean.Compiler.LCNF.LambdaLifting,0,12
Lean.Compiler.LCNF.LambdaLifting,1,2
Lean.Compiler.LCNF.FloatLetIn,0,17
Lean.Compiler.LCNF.FloatLetIn,1,24
Lean.Compiler.LCNF.FloatLetIn,2,17
Lean.Compiler.LCNF.FloatLetIn,3,12
Lean.Compiler.LCNF.FloatLetIn,1024,8
Lean.Compiler.LCNF.ReduceArity,0,12
Lean.Compiler.LCNF.ReduceArity,1,3
Lean.Compiler.LCNF.ElimDeadBranches,0,20
Lean.Compiler.LCNF.ElimDeadBranches,1,19
Lean.Compiler.LCNF.ElimDeadBranches,2,12
Lean.Compiler.LCNF.ElimDeadBranches,3,11
Lean.Compiler.LCNF.ElimDeadBranches,8,1
Lean.Compiler.LCNF.ElimDeadBranches,51,1
Lean.Compiler.LCNF.ElimDeadBranches,56,1
Lean.Compiler.LCNF.ElimDeadBranches,72,1
Lean.Compiler.LCNF.ElimDeadBranches,73,1
Lean.Compiler.LCNF.StructProjCases,0,10
Lean.Compiler.LCNF.StructProjCases,1,1
Lean.Compiler.LCNF.StructProjCases,11,2
Lean.Compiler.LCNF.StructProjCases,16,1
Lean.Compiler.LCNF.StructProjCases,30,1
Lean.Compiler.LCNF.StructProjCases,38,1
Lean.Compiler.LCNF.StructProjCases,116,1
Lean.Compiler.LCNF.ExtractClosed,0,4
Lean.Compiler.LCNF.ExtractClosed,1,2
Lean.Compiler.LCNF.Visibility,0,2
Lean.Compiler.LCNF.Passes,0,12
Lean.Compiler.LCNF.Passes,1,5
Lean.Compiler.LCNF.Passes,2,3
Lean.Compiler.LCNF.Passes,3,1
Lean.Compiler.LCNF.Passes,4,1
Lean.Compiler.LCNF.Passes,5,1
Lean.Meta.CasesInfo,0,18
Lean.Meta.CasesInfo,1,13
Lean.Meta.CasesInfo,2,1
Lean.Meta.CasesInfo,6,3
Lean.Meta.CasesInfo,10,1
Lean.Meta.CasesInfo,12,1
Lean.Meta.CasesInfo,49,1
Lean.Meta.CasesInfo,60,1
Lean.Meta.CasesInfo,61,1
Lean.Meta.CasesInfo,62,1
Lean.Meta.CasesInfo,63,1
Lean.Meta.CasesInfo,64,1
Lean.Meta.CasesInfo,65,1
Lean.Meta.CasesInfo,71,1
Lean.Meta.CasesInfo,76,2
Lean.Meta.CasesInfo,80,1
Lean.Compiler.LCNF.ToLCNF,0,23
Lean.Compiler.LCNF.ToLCNF,1,19
Lean.Compiler.LCNF.ToLCNF,2,12
Lean.Compiler.LCNF.ToLCNF,3,12
Lean.Compiler.LCNF.ToLCNF,4,11
Lean.Compiler.LCNF.ToDecl,0,33
Lean.Util.SCC,0,3
Lean.Util.SCC,1,2
Lean.Compiler.LCNF.SplitSCC,1,2
Lean.Compiler.LCNF.Main,0,9
Lean.Compiler.LCNF.Main,1,2
Lean.Compiler.LCNF.Main,8192,1
Lean.Compiler.LCNF.Testing,0,12
Lean.Compiler.LCNF.Testing,1,4
Lean.Compiler.LCNF.Probing,0,7
Lean.Compiler.LCNF.Probing,1,8
Lean.Elab.BinderPredicates,0,23
Lean.Elab.BinderPredicates,1,18
Lean.Elab.BinderPredicates,2,11
Lean.Elab.BinderPredicates,3,11
Lean.Elab.BinderPredicates,4,14
Lean.Elab.BinderPredicates,5,11
Lean.Elab.BinderPredicates,6,11
Lean.Elab.BinderPredicates,7,11
Lean.Elab.BinderPredicates,8,11
Lean.Elab.BinderPredicates,9,11
Lean.Elab.Deriving.Basic,0,15
Lean.Elab.Deriving.Basic,1,8
Lean.Elab.Deriving.Basic,2,5
Lean.Elab.Deriving.Basic,3,4
Lean.Elab.Deriving.Basic,4,3
Lean.Elab.Deriving.Basic,1000,1
Lean.Util.NumApps,0,5
Lean.Util.NumApps,1,2
Lean.Util.NumApps,64,1
Lean.Elab.PreDefinition.Basic,0,11
Lean.Elab.PreDefinition.Basic,1,6
Lean.Elab.PreDefinition.Basic,2,2
Lean.Elab.PreDefinition.Mutual,0,6
Lean.Elab.PreDefinition.TerminationMeasure,0,3
Lean.Elab.PreDefinition.TerminationMeasure,1,1
Lean.Elab.PreDefinition.TerminationMeasure,2,2
Lean.Elab.PreDefinition.TerminationMeasure,8,1
Lean.Elab.PreDefinition.TerminationMeasure,53,1
Lean.Elab.PreDefinition.TerminationMeasure,89,1
Lean.Elab.PreDefinition.TerminationMeasure,92,1
Lean.Elab.PreDefinition.Structural.Basic,0,6
Lean.Elab.PreDefinition.Structural.Basic,1,3
Lean.Elab.PreDefinition.Structural.Basic,2,3
Lean.Elab.PreDefinition.Structural.Basic,79,1
Lean.Elab.PreDefinition.Structural.Basic,89,1
Lean.Elab.PreDefinition.Structural.Basic,90,1
Lean.Elab.PreDefinition.FixedParams,0,18
Lean.Elab.PreDefinition.FixedParams,1,8
Lean.Elab.PreDefinition.FixedParams,2,7
Lean.Elab.PreDefinition.FixedParams,4,1
Lean.Elab.PreDefinition.FixedParams,6,2
Lean.Elab.PreDefinition.FixedParams,8,1
Lean.Elab.PreDefinition.FixedParams,9,1
Lean.Elab.PreDefinition.FixedParams,11,1
Lean.Elab.PreDefinition.FixedParams,12,3
Lean.Elab.PreDefinition.FixedParams,200,1
Lean.Elab.PreDefinition.FixedParams,274,1
Lean.Elab.PreDefinition.FixedParams,280,1
Lean.Elab.PreDefinition.FixedParams,293,1
Lean.Elab.PreDefinition.FixedParams,296,1
Lean.Elab.PreDefinition.FixedParams,342,1
Lean.Elab.PreDefinition.FixedParams,361,1
Lean.Elab.PreDefinition.FixedParams,383,1
Lean.Elab.PreDefinition.FixedParams,415,1
Lean.Elab.PreDefinition.FixedParams,455,1
Lean.Elab.PreDefinition.FixedParams,456,1
Lean.Elab.PreDefinition.FixedParams,457,1
Lean.Elab.PreDefinition.FixedParams,462,1
Lean.Elab.PreDefinition.Structural.IndGroupInfo,0,9
Lean.Elab.PreDefinition.Structural.IndGroupInfo,1,2
Lean.Elab.PreDefinition.Structural.IndGroupInfo,2,1
Lean.Elab.PreDefinition.Structural.IndGroupInfo,6,1
Lean.Elab.PreDefinition.Structural.IndGroupInfo,7,1
Lean.Elab.PreDefinition.Structural.IndGroupInfo,10,2
Lean.Elab.PreDefinition.Structural.IndGroupInfo,13,1
Lean.Elab.PreDefinition.Structural.IndGroupInfo,18,1
Lean.Elab.PreDefinition.Structural.IndGroupInfo,104,1
Lean.Elab.PreDefinition.Structural.IndGroupInfo,113,1
Lean.Elab.PreDefinition.Structural.RecArgInfo,0,2
Lean.Elab.PreDefinition.Structural.RecArgInfo,1,1
Lean.Elab.PreDefinition.Structural.RecArgInfo,10,2
Lean.Elab.PreDefinition.Structural.RecArgInfo,13,1
Lean.Elab.PreDefinition.Structural.RecArgInfo,14,1
Lean.Elab.PreDefinition.Structural.RecArgInfo,16,1
Lean.Elab.PreDefinition.Structural.RecArgInfo,18,1
Lean.Elab.PreDefinition.Structural.FindRecArg,0,11
Lean.Elab.PreDefinition.Structural.FindRecArg,1,6
Lean.Elab.PreDefinition.Structural.FindRecArg,2,1
Lean.Elab.PreDefinition.Structural.FindRecArg,10,1
Lean.Elab.PreDefinition.Structural.FindRecArg,59,1
Lean.Elab.PreDefinition.Structural.FindRecArg,66,1
Lean.Elab.PreDefinition.Structural.FindRecArg,94,1
Lean.Elab.PreDefinition.Structural.FindRecArg,95,1
Lean.Elab.PreDefinition.Structural.FindRecArg,107,1
Lean.Elab.PreDefinition.Structural.FindRecArg,113,1
Lean.Elab.PreDefinition.Structural.FindRecArg,213,1
Lean.Elab.PreDefinition.Structural.Preprocess,39,1
Lean.Elab.PreDefinition.Structural.Preprocess,56,1
Lean.Util.HasConstCache,0,1
Lean.Util.HasConstCache,1,1
Lean.Meta.PProdN,0,11
Lean.Meta.PProdN,1,16
Lean.Meta.PProdN,2,1
Lean.Meta.PProdN,4,1
Lean.Meta.PProdN,9,2
Lean.Meta.PProdN,18,1
Lean.Meta.PProdN,59,1
Lean.Meta.PProdN,76,1
Lean.Meta.PProdN,89,1
Lean.Meta.PProdN,123,1
Lean.Meta.PProdN,174,1
Lean.Meta.Match.AltTelescopes,0,4
Lean.Meta.Match.AltTelescopes,2,1
Lean.Meta.Match.AltTelescopes,44,1
Lean.Meta.Tactic.SplitIf,0,21
Lean.Meta.Tactic.SplitIf,1,12
Lean.Meta.Tactic.SplitIf,2,7
Lean.Meta.Tactic.SplitIf,78,1
Lean.Meta.Tactic.SplitIf,93,1
Lean.Meta.Tactic.SplitIf,128,1
Lean.Meta.Tactic.SplitIf,133,1
Lean.Meta.Tactic.SplitIf,290,1
Lean.Meta.Tactic.SplitIf,294,1
Lean.Meta.Tactic.SplitIf,306,1
Lean.Meta.Tactic.SplitIf,310,1
Lean.Meta.Tactic.SplitIf,1000,4
Lean.Meta.Tactic.Split,0,5
Lean.Meta.Tactic.Split,1,3
Lean.Meta.Match.MatcherApp.Transform,0,5
Lean.Meta.Match.MatcherApp.Transform,1,1
Lean.Meta.Match.MatcherApp.Transform,2,1
Lean.Meta.Match.MatcherApp.Transform,6,1
Lean.Meta.Match.MatcherApp.Transform,8,1
Lean.Meta.Match.MatcherApp.Transform,319,1
Lean.Meta.Match.MatcherApp.Transform,321,1
Lean.Elab.PreDefinition.Structural.BRecOn,0,7
Lean.Elab.PreDefinition.Structural.BRecOn,1,2
Lean.LabelAttribute,1022,1
Lean.Meta.Iterator,0,1
Lean.Meta.Iterator,1,1
Lean.Meta.Tactic.Backtrack,0,1
Lean.Meta.Tactic.Backtrack,1,1
Lean.Meta.Tactic.Backtrack,6,1
Lean.Meta.Tactic.SolveByElim,0,2
Lean.Meta.Tactic.SolveByElim,1,2
Lean.Meta.Tactic.SolveByElim,6,11
Lean.Meta.IndPredBelow,0,11
Lean.Meta.IndPredBelow,1,10
Lean.Elab.PreDefinition.Structural.IndPred,0,2
Lean.Elab.PreDefinition.Structural.IndPred,1,1
Lean.Elab.PreDefinition.EqnsUtils,16,1
Lean.Elab.PreDefinition.Structural.Eqns,0,1
Lean.Elab.PreDefinition.Structural.Eqns,1,1
Lean.Elab.PreDefinition.Structural.Main,0,2
Lean.Meta.ArgsPacker.Basic,0,1
Lean.Meta.ArgsPacker.Basic,1,1
Lean.Meta.ArgsPacker,0,16
Lean.Meta.ArgsPacker,1,17
Lean.Meta.ArgsPacker,2,5
Lean.Meta.ArgsPacker,3,5
Lean.Meta.ArgsPacker,4,3
Lean.Meta.ArgsPacker,6,1
Lean.Meta.ArgsPacker,21,2
Lean.Meta.ArgsPacker,23,1
Lean.Meta.ArgsPacker,136,1
Lean.Meta.ArgsPacker,178,1
Lean.Meta.ArgsPacker,412,1
Lean.Meta.ArgsPacker,432,1
Lean.Meta.ArgsPacker,467,1
Lean.Meta.ArgsPacker,468,1
Lean.Meta.ArgsPacker,533,1
Lean.Meta.Tactic.Rewrite,0,3
Lean.Meta.Tactic.Rewrite,1,1
Lean.Meta.Tactic.Rewrite,30,1
Lean.Elab.PreDefinition.WF.Eqns,0,6
Lean.Elab.PreDefinition.WF.Eqns,1,1
Lean.Elab.PreDefinition.WF.PackMutual,0,10
Lean.Elab.PreDefinition.WF.PackMutual,1,2
Lean.Elab.PreDefinition.WF.PackMutual,4,2
Lean.Elab.PreDefinition.WF.PackMutual,6,1
Lean.Elab.PreDefinition.WF.PackMutual,8,1
Lean.Elab.PreDefinition.WF.PackMutual,55,1
Lean.Elab.PreDefinition.WF.PackMutual,119,1
Lean.Elab.PreDefinition.WF.PackMutual,120,1
Lean.Elab.PreDefinition.WF.PackMutual,135,1
Lean.Elab.PreDefinition.WF.FloatRecApp,36,1
Lean.Elab.PreDefinition.WF.FloatRecApp,39,1
Lean.Elab.PreDefinition.WF.Rel,0,2
Lean.Elab.PreDefinition.WF.Rel,1,2
Lean.Elab.PreDefinition.WF.Rel,6,1
Lean.Elab.PreDefinition.WF.Rel,33,1
Lean.Elab.PreDefinition.WF.Fix,0,6
Lean.Elab.PreDefinition.WF.Fix,1,3
Lean.Elab.PreDefinition.WF.Fix,2,1
Lean.Elab.PreDefinition.WF.Preprocess,0,5
Lean.Elab.PreDefinition.WF.Preprocess,1,1
Lean.Elab.PreDefinition.WF.Preprocess,2,7
Lean.Elab.PreDefinition.WF.GuessLex,0,38
Lean.Elab.PreDefinition.WF.GuessLex,1,51
Lean.Elab.PreDefinition.WF.GuessLex,2,13
Lean.Elab.PreDefinition.WF.GuessLex,3,7
Lean.Elab.PreDefinition.WF.GuessLex,5,2
Lean.Elab.PreDefinition.WF.GuessLex,15,1
Lean.Elab.PreDefinition.WF.GuessLex,32,2
Lean.Elab.PreDefinition.WF.GuessLex,439,1
Lean.Elab.PreDefinition.WF.GuessLex,1024,8
Lean.Elab.PreDefinition.WF.Main,0,3
Lean.Elab.Tactic.Conv.Basic,0,13
Lean.Elab.Tactic.Conv.Basic,1,7
Lean.Elab.Tactic.Conv.Basic,2,14
Lean.Elab.Tactic.Conv.Basic,3,6
Lean.Elab.Tactic.Conv.Basic,4,4
Lean.Elab.Tactic.Conv.Congr,0,16
Lean.Elab.Tactic.Conv.Congr,1,15
Lean.Elab.Tactic.Conv.Congr,2,18
Lean.Elab.Tactic.Conv.Congr,33,1
Lean.Elab.Tactic.Conv.Congr,158,1
Lean.Elab.Tactic.Rewrite,0,4
Lean.Elab.Tactic.Rewrite,1,9
Lean.Elab.Tactic.Rewrite,2,4
Lean.Elab.Tactic.Rewrite,3,1
Lean.Elab.Tactic.Conv.Rewrite,0,1
Lean.Elab.Tactic.Conv.Rewrite,1,1
Lean.Elab.Tactic.Conv.Rewrite,2,1
Lean.Elab.Tactic.Change,0,3
Lean.Elab.Tactic.Change,1,3
Lean.Elab.Tactic.Change,2,3
Lean.Elab.Tactic.Conv.Change,0,1
Lean.Elab.Tactic.Conv.Change,1,1
Lean.Meta.Tactic.Lets,0,9
Lean.Meta.Tactic.Lets,1,4
Lean.Elab.Tactic.Lets,0,9
Lean.Elab.Tactic.Lets,1,13
Lean.Elab.Tactic.Lets,2,6
Lean.Elab.Tactic.Lets,3,4
Lean.Elab.Tactic.Conv.Lets,0,4
Lean.Elab.Tactic.Conv.Lets,1,4
Lean.Elab.Tactic.Conv.Lets,2,2
Lean.Elab.Tactic.Split,0,10
Lean.Elab.Tactic.Split,1,11
Lean.Elab.Tactic.Split,2,6
Lean.Elab.Tactic.Conv.Simp,0,22
Lean.Elab.Tactic.Conv.Simp,1,14
Lean.Elab.Tactic.Conv.Simp,2,7
Lean.Elab.Tactic.Conv.Simp,3,8
Lean.Elab.Tactic.Conv.Simp,4,5
Lean.Elab.Tactic.Conv.Pattern,0,23
Lean.Elab.Tactic.Conv.Pattern,1,20
Lean.Elab.Tactic.Conv.Pattern,2,4
Lean.Elab.Tactic.Conv.Pattern,3,1
Lean.Elab.Tactic.Conv.Pattern,4,1
Lean.Elab.Tactic.Delta,1,1
Lean.Elab.Tactic.Delta,2,1
Lean.Elab.Tactic.Conv.Delta,1,1
Lean.Meta.Tactic.Unfold,0,3
Lean.Meta.Tactic.Unfold,43,1
Lean.Meta.Tactic.Unfold,94,1
Lean.Elab.Tactic.Unfold,1,1
Lean.Elab.Tactic.Unfold,2,1
Lean.Elab.Tactic.Conv.Unfold,1,1
Lean.Elab.PreDefinition.PartialFixpoint.Eqns,0,6
Lean.Elab.PreDefinition.PartialFixpoint.Eqns,1,1
Lean.Meta.Order,0,4
Lean.Elab.PreDefinition.PartialFixpoint.Main,0,12
Lean.Elab.PreDefinition.PartialFixpoint.Main,1,4
Lean.Elab.PreDefinition.PartialFixpoint.Main,2,1
Lean.Elab.PreDefinition.PartialFixpoint.Main,4,1
Lean.Elab.PreDefinition.PartialFixpoint.Main,52,1
Lean.Elab.PreDefinition.PartialFixpoint.Main,82,1
Lean.Elab.PreDefinition.PartialFixpoint.Main,86,1
Lean.Elab.PreDefinition.PartialFixpoint.Main,148,1
Lean.Meta.Injective,0,7
Lean.Meta.Injective,2,2
Lean.Elab.PreDefinition.Main,0,25
Lean.Elab.PreDefinition.Main,1,4
Lean.Elab.MutualDef,0,39
Lean.Elab.MutualDef,1,22
Lean.Elab.MutualDef,2,6
Lean.Elab.MutualDef,3,12
Lean.Elab.LetRec,0,2
Lean.Elab.LetRec,1,2
Lean.Language.Lean,0,2
Lean.Language.Lean,1,2
Lean.Server.References,0,16
Lean.Server.References,1,14
Lean.Util.Profiler,0,46
Lean.Util.Profiler,1,26
Lean.Util.Profiler,2,1
Lean.Util.Profiler,48,1
Lean.Util.Profiler,1000,4
Lean.Util.Profiler,1000000,1
Lean.Util.Profiler,1000000000,1
Lean.Elab.Frontend,0,13
Lean.Elab.Frontend,1,3
Lean.Elab.Frontend,5,1
Lean.Elab.Frontend,1000000000,1
Lean.Meta.NatTable,0,5
Lean.Meta.NatTable,4,1
Lean.Meta.NatTable,24,1
Lean.Meta.Constructions.CtorElim,1,2
Lean.Meta.Constructions.RecOn,1,2
Lean.Meta.Constructions.BRecOn,0,4
Lean.Meta.Constructions.BRecOn,1,4
Lean.Meta.Constructions.CasesOnSameCtor,0,4
Lean.Meta.Constructions.CasesOnSameCtor,1,12
Lean.Meta.Constructions.CasesOnSameCtor,3,1
Lean.Meta.Constructions.CasesOnSameCtor,30,1
Lean.Meta.Constructions.CasesOnSameCtor,33,1
Lean.Meta.Constructions.CasesOnSameCtor,58,2
Lean.Meta.Constructions.CasesOnSameCtor,60,2
Lean.Meta.Constructions.CasesOnSameCtor,135,1
Lean.Meta.Constructions.CasesOnSameCtor,141,1
Lean.Meta.SizeOf,0,1
Lean.Meta.SizeOf,1,5
Lean.Meta.SizeOf,1000,1
Lean.Elab.Coinductive,0,8
Lean.Elab.Coinductive,1,1
Lean.Elab.Coinductive,13,1
Lean.Elab.Coinductive,124,1
Lean.Elab.ComputedFields,0,4
Lean.Elab.ComputedFields,1,3
Lean.Elab.ComputedFields,2,3
Lean.Elab.MutualInductive,0,32
Lean.Elab.MutualInductive,1,13
Lean.Elab.Declaration,0,47
Lean.Elab.Declaration,1,48
Lean.Elab.Declaration,2,21
Lean.Elab.Declaration,3,19
Lean.Elab.Declaration,4,17
Lean.Elab.Declaration,5,20
Lean.Elab.Declaration,6,22
Lean.Elab.Declaration,41,1
Lean.Elab.Declaration,248,1
Lean.Elab.Tactic.Injection,1,2
Lean.Elab.Tactic.Injection,2,1
Lean.Elab.Tactic.Injection,5,1
Lean.Elab.Tactic.Simproc,0,2
Lean.Elab.Tactic.Simproc,1,2
Lean.Elab.Tactic.Simproc,2,2
Lean.Elab.Tactic.Simproc,3,2
Lean.Elab.Calc,0,10
Lean.Elab.Calc,1,10
Lean.Elab.Calc,2,5
Lean.Elab.Calc,34,1
Lean.Elab.Calc,35,1
Lean.Elab.Calc,53,1
Lean.Elab.Calc,57,1
Lean.Elab.Calc,72,1
Lean.Elab.Calc,133,1
Lean.Elab.Tactic.Calc,0,1
Lean.Elab.Tactic.Calc,1,2
Lean.Elab.Tactic.Calc,32,1
Lean.Elab.Tactic.Calc,65,1
Lean.Elab.Tactic.Congr,0,2
Lean.Elab.Tactic.Congr,1,4
Lean.Elab.Tactic.Congr,1000000,1
Lean.Elab.Tactic.Guard,0,51
Lean.Elab.Tactic.Guard,1,27
Lean.Elab.Tactic.Guard,2,31
Lean.Elab.Tactic.Guard,3,12
Lean.Elab.Tactic.FalseOrByContra,0,1
Lean.Meta.Canonicalizer,0,2
Lean.Meta.Canonicalizer,1,2
Lean.Elab.Tactic.Omega.OmegaM,0,13
Lean.Elab.Tactic.Omega.OmegaM,1,4
Lean.Elab.Tactic.Omega.MinNatAbs,0,24
Lean.Elab.Tactic.Omega.Core,0,34
Lean.Elab.Tactic.Omega.Core,1,37
Lean.Elab.Tactic.Omega.Core,2,14
Lean.Elab.Tactic.Omega.Core,3,12
Lean.Elab.Tactic.Omega.Core,4,11
Lean.Elab.Tactic.Omega.Frontend,0,4
Lean.Elab.Tactic.Omega.Frontend,1,5
Lean.Elab.Tactic.Omega.Frontend,10,2
Lean.Elab.Tactic.Simpa,0,22
Lean.Elab.Tactic.Simpa,1,19
Lean.Elab.Tactic.Simpa,2,12
Lean.Elab.Tactic.Simpa,3,14
Lean.Elab.Tactic.Simpa,4,10
Lean.Elab.Tactic.Simpa,5,5
Lean.Elab.Tactic.Simpa,15,5
Lean.Elab.Tactic.Simpa,116,5
Lean.Meta.Tactic.NormCast,0,19
Lean.Meta.Tactic.NormCast,1,20
Lean.Meta.Tactic.NormCast,2,13
Lean.Meta.Tactic.NormCast,3,2
Lean.Meta.Tactic.NormCast,1000,4
Lean.Meta.Tactic.NormCast,1024,6
Lean.Elab.Tactic.NormCast,0,28
Lean.Elab.Tactic.NormCast,1,6
Lean.Elab.Tactic.NormCast,2,10
Lean.Elab.Tactic.NormCast,5,1
Lean.Elab.Tactic.NormCast,1000,1
Lean.Elab.Tactic.Symm,0,2
Lean.Elab.Tactic.Symm,1,1
Lean.Elab.Tactic.SolveByElim,0,25
Lean.Elab.Tactic.SolveByElim,1,34
Lean.Elab.Tactic.SolveByElim,2,10
Lean.Elab.Tactic.SolveByElim,3,14
Lean.Elab.Tactic.SolveByElim,4,20
Lean.Elab.Tactic.SolveByElim,5,8
Lean.Elab.Tactic.SolveByElim,6,4
Lean.Elab.Tactic.SolveByElim,11,1
Lean.Elab.Tactic.SolveByElim,50,4
Lean.Elab.Tactic.SolveByElim,100,1
Lean.Meta.LazyDiscrTree,0,72
Lean.Meta.LazyDiscrTree,1,46
Lean.Meta.LazyDiscrTree,2,21
Lean.Meta.LazyDiscrTree,3,12
Lean.Meta.LazyDiscrTree,4,14
Lean.Meta.LazyDiscrTree,5,12
Lean.Meta.LazyDiscrTree,6,13
Lean.Meta.LazyDiscrTree,8,1
Lean.Meta.LazyDiscrTree,17,1
Lean.Meta.LazyDiscrTree,1000,4
Lean.Meta.LazyDiscrTree,1024,14
Lean.Meta.LazyDiscrTree,1879,1
Lean.Meta.LazyDiscrTree,2411,1
Lean.Meta.LazyDiscrTree,3541,1
Lean.Meta.LazyDiscrTree,5237,1
Lean.Meta.LazyDiscrTree,7883,1
Lean.Meta.Sym.ExprPtr,0,1
Lean.Meta.Sym.ExprPtr,1,1
Lean.Meta.Sym.ExprPtr,3,1
Lean.Meta.Sym.AlphaShareCommon,0,2
Lean.Meta.Sym.AlphaShareCommon,1,2
Lean.Meta.Sym.SymM,0,17
Lean.Meta.Sym.SymM,1,21
Lean.Meta.Sym.SymM,2,12
Lean.Meta.Sym.SymM,3,11
Lean.Meta.Tactic.Grind.Theorems,0,19
Lean.Meta.Tactic.Grind.Theorems,1,20
Lean.Meta.Tactic.Grind.Theorems,2,16
Lean.Meta.Tactic.Grind.Theorems,3,11
Lean.Meta.Tactic.Grind.Theorems,6,1
Lean.Meta.Tactic.Grind.Theorems,81,1
Lean.Meta.Tactic.Grind.Theorems,1024,8
Lean.Meta.Tactic.Grind.Extension,0,43
Lean.Meta.Tactic.Grind.Extension,1,90
Lean.Meta.Tactic.Grind.Extension,2,58
Lean.Meta.Tactic.Grind.Extension,3,37
Lean.Meta.Tactic.Grind.Extension,4,36
Lean.Meta.Tactic.Grind.Extension,5,25
Lean.Meta.Tactic.Grind.Extension,6,25
Lean.Meta.Tactic.Grind.Extension,7,25
Lean.Meta.Tactic.Grind.Extension,8,26
Lean.Meta.Tactic.Grind.Extension,9,24
Lean.Meta.Tactic.Grind.Extension,10,11
Lean.Meta.Tactic.Grind.Extension,12,1
Lean.Meta.Tactic.Grind.Extension,14,1
Lean.Meta.Tactic.Grind.Extension,17,2
Lean.Meta.Tactic.Grind.Extension,205,2
Lean.Meta.Tactic.Grind.Extension,1024,42
Lean.Meta.Sym.Util,0,1
Lean.Meta.Tactic.Grind.Util,0,1
Lean.Meta.Tactic.Grind.Util,1,2
Lean.Meta.Tactic.Grind.Util,5,4
Lean.Meta.Tactic.Grind.EMatchTheorem,0,38
Lean.Meta.Tactic.Grind.EMatchTheorem,1,42
Lean.Meta.Tactic.Grind.EMatchTheorem,2,19
Lean.Meta.Tactic.Grind.EMatchTheorem,3,8
Lean.Meta.Tactic.Grind.EMatchTheorem,7,1
Lean.Meta.Tactic.Grind.EMatchTheorem,8,2
Lean.Meta.Tactic.Grind.EMatchTheorem,13,1
Lean.Meta.Tactic.Grind.EMatchTheorem,26,4
Lean.Meta.Tactic.Grind.EMatchTheorem,133,1
Lean.Meta.Tactic.Grind.EMatchTheorem,134,1
Lean.Meta.Tactic.Grind.EMatchTheorem,137,1
Lean.Meta.Tactic.Grind.EMatchTheorem,138,1
Lean.Meta.Tactic.Grind.EMatchTheorem,1000,1
Lean.Meta.Tactic.Grind.EMatchTheorem,1024,8
Lean.Meta.Tactic.Grind.EMatchTheorem,1336,1
Lean.Meta.Tactic.Grind.Cases,0,5
Lean.Meta.Tactic.Grind.Cases,1,5
Lean.Meta.Tactic.Grind.Attr,0,95
Lean.Meta.Tactic.Grind.Attr,1,59
Lean.Meta.Tactic.Grind.Attr,2,27
Lean.Meta.Tactic.Grind.Attr,3,15
Lean.Meta.Tactic.Grind.Attr,4,12
Lean.Meta.Tactic.Grind.Attr,5,12
Lean.Meta.Tactic.Grind.Attr,6,12
Lean.Meta.Tactic.Grind.Attr,7,12
Lean.Meta.Tactic.Grind.Attr,8,12
Lean.Meta.Tactic.Grind.Attr,9,11
Lean.Meta.Tactic.Grind.CheckResult,0,8
Lean.Meta.Tactic.Grind.CheckResult,1,16
Lean.Meta.Tactic.Grind.CheckResult,2,12
Lean.Meta.Tactic.Grind.CheckResult,3,7
Lean.Meta.Tactic.Grind.CheckResult,1024,8
Lean.Meta.Tactic.Grind.Types,0,113
Lean.Meta.Tactic.Grind.Types,1,108
Lean.Meta.Tactic.Grind.Types,2,26
Lean.Meta.Tactic.Grind.Types,3,12
Lean.Meta.Tactic.Grind.Types,4,13
Lean.Meta.Tactic.Grind.Types,5,12
Lean.Meta.Tactic.Grind.Types,6,13
Lean.Meta.Tactic.Grind.Types,7,13
Lean.Meta.Tactic.Grind.Types,8,16
Lean.Meta.Tactic.Grind.Types,9,2
Lean.Meta.Tactic.Grind.Types,10,2
Lean.Meta.Tactic.Grind.Types,11,2
Lean.Meta.Tactic.Grind.Types,13,1
Lean.Meta.Tactic.Grind.Types,14,2
Lean.Meta.Tactic.Grind.Types,15,1
Lean.Meta.Tactic.Grind.Types,16,1
Lean.Meta.Tactic.Grind.Types,48,1
Lean.Meta.Tactic.Grind.Types,50,1
Lean.Meta.Tactic.Grind.Types,64,1
Lean.Meta.Tactic.Grind.Types,1022,3
Lean.Meta.Tactic.Grind.Types,1024,5
Lean.Meta.Tactic.Grind.Types,1528,1
Lean.Meta.Tactic.Grind.Types,1606,1
Lean.Meta.Tactic.Grind.Action,0,15
Lean.Meta.Tactic.Grind.Action,1,11
Lean.Meta.Tactic.Grind.Action,2,4
Lean.Meta.Tactic.Grind.Action,3,3
Lean.Meta.Tactic.Grind.MarkNestedSubsingletons,2,1
Lean.Meta.Tactic.Grind.Anchor,0,2
Lean.Meta.Tactic.Grind.Anchor,1,1
Lean.Meta.Tactic.Grind.Anchor,4,3
Lean.Meta.Tactic.Grind.Anchor,64,2
Lean.Meta.Tactic.Grind.MatchDiscrOnly,2,1
Lean.Meta.Tactic.Grind.Simp,0,10
Lean.Meta.Tactic.Grind.Proof,2,1
Lean.Meta.Tactic.Grind.Proof,336,1
Lean.Meta.Tactic.Grind.PropagatorAttr,0,1
